budget,revenue,title,cast,director,runtime,genres,release_date,release_year
20000000,13854000,My Stepmother is an Alien,Dan Aykroyd|Kim Basinger|Jon Lovitz|Alyson Hannigan|Seth Green,Richard Benjamin,108,Comedy|Science Fiction,12/9/1988,1988
20000000,17637950,Frantic,Harrison Ford|Emmanuelle Seigner|Betty Buckley|John Mahoney|Jimmie Ray Weeks,Roman Polanski,120,Thriller|Action|Crime|Drama|Mystery,2/16/1988,1988
6200000,9205924,Return of the Living Dead Part II,James Karen|Thom Mathews|Suzanne Snyder|Michael Kenworthy|Marsha Dietlein,Ken Wiederhorn,89,Comedy|Horror,1/15/1988,1988
10500000,14144000,Poltergeist III,Tom Skerritt|Nancy Allen|Heather O'Rourke|Lara Flynn Boyle|Kipley Wentz,Gary Sherman,98,Horror|Thriller,6/10/1988,1988
30000000,38413606,Midnight Run,Robert De Niro|Charles Grodin|Yaphet Kotto|John Ashton|Dennis Farina,Martin Brest,126,Adventure|Comedy|Crime,7/20/1988,1988
7500000,18869631,Above the Law,Steven Seagal|Pam Grier|Henry Silva|Sharon Stone|Ron Dean,Andrew Davis,99,Action|Adventure|Drama|Thriller,4/8/1988,1988
7000000,8373585,The Last Temptation of Christ,Willem Dafoe|Harvey Keitel|Barbara Hershey|David Bowie|Harry Dean Stanton,Martin Scorsese,164,Drama,8/12/1988,1988
1300000,354704,Prison,Viggo Mortensen|Chelsea Field|Lane Smith|Lincoln Kilpatrick|Tom Everett,Renny Harlin,102,Crime|Drama|Horror|Thriller,3/4/1988,1988
24000000,43455230,The Great Outdoors,John Candy|Dan Aykroyd|Annette Bening|Stephanie Faracy|Chris Young,Howard Deutch,91,Comedy,6/17/1988,1988
13000000,8038508,Dead Ringers,Jeremy Irons|GeneviÃ¨ve Bujold|Heidi von Palleske|Barbara Gordon|Shirley Douglas,David Cronenberg,115,Drama|Horror|Thriller,9/23/1988,1988
6000000,28202109,Ernest Saves Christmas,Jim Varney|Douglas Seale|Noelle Parker|Gailard Sartain|Bill Byrge,John R. Cherry III,95,Comedy|Family,11/11/1988,1988
4000000,9797098,Bad Dreams,Jennifer Rubin|Bruce Abbott|Richard Lynch|Dean Cameron|Harris Yulin,Andrew Fleming,86,Horror|Thriller,4/8/1988,1988
1200000,3109904,Night of the Demons,Cathy Podewell|Alvin Alexis|Amelia Kinkade|Linnea Quigley|Hal Havins,Kevin Tenney,90,Horror,10/14/1988,1988
4000000,3468572,Talk Radio,Eric Bogosian|Ellen Greene|Leslie Hope|John C. McGinley|Alec Baldwin,Oliver Stone,110,Drama,12/21/1988,1988
10000000,3916303,Earth Girls Are Easy,Geena Davis|Jeff Goldblum|Jim Carrey|Damon Wayans|Julie Brown,Julien Temple,100,Music|Comedy|Drama|Romance|Science Fiction,9/8/1988,1988
15000000,21032267,Punchline,Sally Field|Tom Hanks|John Goodman|Mark Rydell|Kim Greist,David Seltzer,123,Comedy|Drama,10/7/1988,1988
4500000,3813293,Critters 2,Scott Grimes|Don Keith Opper|Terrence Mann|Roxanne Kernohan|Eddie Deezen,Mick Garris,86,Thriller|Comedy|Horror|Science Fiction,4/29/1988,1988
7000000,5344577,Monkey Shines,Jason Beghe|John Pankow|Kate McNeil|Joyce Van Patten|Christine Forrest,George A. Romero,113,Thriller|Drama|Horror|Science Fiction,7/29/1988,1988
2500000,589244,Powaqqatsi,,Godfrey Reggio,99,Documentary|Drama|Music,4/29/1988,1988
7000000,19595031,The Serpent and the Rainbow,Bill Pullman|Cathy Tyson|Zakes Mokae|Paul Winfield|Brent Jennings,Wes Craven,98,Horror|Thriller,2/5/1988,1988
6000000,46616067,Colors,Sean Penn|Robert Duvall|MarÃ­a Conchita Alonso|Randy Brooks|Grand L. Bush,Dennis Hopper,120,Action|Crime|Drama,4/15/1988,1988
20000000,51684798,Biloxi Blues,Matthew Broderick|Christopher Walken|Matt Mulhern|Corey Parker|Casey Siemaszko,Mike Nichols,106,Comedy|Drama|Romance,3/25/1988,1988
2000000,725131,Vampire's Kiss,Nicolas Cage|MarÃ­a Conchita Alonso|Jennifer Beals|Elizabeth Ashley|Kasi Lemmons,Robert Bierman,103,Comedy|Fantasy|Horror,9/17/1988,1988
2500000,1189315,The Lair of the White Worm,Amanda Donohoe|Hugh Grant|Catherine Oxenberg|Peter Capaldi|Sammi Davis,Ken Russell,93,Comedy|Horror,9/14/1988,1988
15000000,6908797,A Cry in the Dark,Meryl Streep|Sam Neill|Dale Reeves|David Hoflin|Jason Reason,Fred Schepisi,120,Drama|Foreign,11/11/1988,1988
16000000,4192440,Red Scorpion,Dolph Lundgren|M. Emmet Walsh|Al White|T. P. McKenna|Carmen Argenziano,Joseph Zito,105,Action|History|War,12/24/1988,1988
5000000,3569939,The New Adventures of Pippi Longstocking,Tami Erin|David Seaman|Cory Crow|Eileen Brennan|Dennis Dugan,Ken Annakin,100,Fantasy|Adventure|Family,7/6/1988,1988
18000000,98235548,Predator,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo|Bill Duke|Jesse Ventura,John McTiernan,107,Science Fiction|Action|Adventure|Thriller,6/11/1987,1987
17000000,46357676,Full Metal Jacket,Matthew Modine|Adam Baldwin|Vincent D'Onofrio|R. Lee Ermey|Dorian Harewood,Stanley Kubrick,116,Drama|War,6/26/1987,1987
6000000,213954274,Dirty Dancing,Jennifer Grey|Patrick Swayze|Jerry Orbach|Cynthia Rhodes|Jack Weston,Emile Ardolino,100,Drama|Music|Romance,8/21/1987,1987
22700000,38119483,Spaceballs,Mel Brooks|Rick Moranis|Bill Pullman|Daphne Zuniga|John Candy,Mel Brooks,96,Comedy|Science Fiction,6/24/1987,1987
40000000,191185897,The Living Daylights,Timothy Dalton|Maryam d'Abo|Jeroen KrabbÃ©|Joe Don Baker|John Rhys-Davies,John Glen,130,Action|Adventure|Thriller,6/29/1987,1987
13000000,53000000,RoboCop,Peter Weller|Nancy Allen|Ronny Cox|Kurtwood Smith|Miguel Ferrer,Paul Verhoeven,102,Action|Thriller|Science Fiction,7/17/1987,1987
3600000,5923044,Evil Dead II,Bruce Campbell|Sarah Berry|Dan Hicks|Kassie DePaiva|Denise Bixler,Sam Raimi,84,Horror|Comedy|Fantasy,3/13/1987,1987
15000000,120207127,Lethal Weapon,Mel Gibson|Danny Glover|Gary Busey|Mitchell Ryan|Tom Atkins,Richard Donner,110,Adventure|Action|Comedy|Thriller|Crime,3/6/1987,1987
27000000,38122105,The Running Man,Arnold Schwarzenegger|Richard Dawson|MarÃ­a Conchita Alonso|Yaphet Kotto|Jim Brown,Paul Michael Glaser,101,Action|Science Fiction,11/13/1987,1987
23000000,51881013,Jaws: The Revenge,Lorraine Gary|Lance Guest|Mario Van Peebles|Michael Caine|Karen Young,Joseph Sargent,89,Adventure|Thriller,7/17/1987,1987
16000000,30857814,The Princess Bride,Cary Elwes|Robin Wright|Mandy Patinkin|AndrÃ© the Giant|Chris Sarandon,Rob Reiner,98,Adventure|Family|Fantasy|Comedy|Romance,9/18/1987,1987
5000000,44793222,A Nightmare on Elm Street 3: Dream Warriors,Robert Englund|Patricia Arquette|Heather Langenkamp|John Saxon|Craig Wasson,Chuck Russell,96,Horror|Thriller,2/27/1987,1987
15000000,43848069,Wall Street,Charlie Sheen|Michael Douglas|Martin Sheen|Daryl Hannah|John C. McGinley,Oliver Stone,126,Crime|Drama,12/10/1987,1987
20000000,299965036,Beverly Hills Cop II,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,Tony Scott,100,Action|Comedy|Crime,5/18/1987,1987
17000000,19300000,Superman IV: The Quest for Peace,Christopher Reeve|Margot Kidder|Gene Hackman|Jackie Cooper|Marc McClure,Sidney J. Furie,90,Action|Adventure|Fantasy|Science Fiction|Thriller,7/23/1987,1987
6000000,29180280,Raising Arizona,Nicolas Cage|Holly Hunter|Trey Wilson|John Goodman|William Forsythe,Joel Coen,94,Comedy|Crime,3/1/1987,1987
25000000,76270454,The Untouchables,Kevin Costner|Sean Connery|Robert De Niro|Andy GarcÃ­a|Charles Martin Smith,Brian De Palma,119,Crime|Drama|History|Thriller,6/2/1987,1987
13000000,123922370,"Good Morning, Vietnam",Robin Williams|Forest Whitaker|Tung Thanh Tran|Chintara Sukapatana|Bruno Kirby,Barry Levinson,121,Comedy|Drama|War,12/23/1987,1987
23000000,43984230,The Last Emperor,John Lone|Peter O'Toole|Joan Chen|Dennis Dun|Ryuichi Sakamoto,Bernardo Bertolucci,163,Drama|History,10/21/1987,1987
14000000,320145693,Fatal Attraction,Michael Douglas|Glenn Close|Anne Archer|Ellen Hamilton Latzen|Jane Krakowski,Adrian Lyne,119,Horror|Drama|Romance|Thriller,9/11/1987,1987
17000000,17185632,Angel Heart,Mickey Rourke|Robert De Niro|Lisa Bonet|Charlotte Rampling|Stocker Fontelieu,Alan Parker,113,Horror|Mystery|Thriller,3/6/1987,1987
25000000,16057580,Over the Top,Sylvester Stallone|Robert Loggia|Rick Zumwalt|David Mendenhall|Bruce Way,Menahem Golan,93,Action|Drama,2/13/1987,1987
8500000,32222567,The Lost Boys,Jason Patric|Corey Haim|Corey Feldman|Dianne Wiest|Kiefer Sutherland,Joel Schumacher,97,Comedy|Horror,7/31/1987,1987
3500000,14000000,Creepshow 2,George Kennedy|Dorothy Lamour|Lois Chiles|Tom Savini|Tom Wright,Michael Gornick,92,Horror,5/1/1987,1987
1880006,26713187,Overboard,Goldie Hawn|Kurt Russell|Edward Herrmann|Katherine Helmond|Mike Hagerty,Garry Marshall,106,Comedy|Romance,12/16/1987,1987
3000000,3221568,Barfly,Mickey Rourke|Faye Dunaway|Alice Krige|Jack Nance|J.C. Quinn,Barbet Schroeder,100,Comedy|Drama|Romance,9/2/1987,1987
20000000,51249404,Broadcast News,William Hurt|Albert Brooks|Holly Hunter|Robert Prosky|Lois Chiles,James L. Brooks,133,Comedy|Drama|Romance,12/16/1987,1987
18000000,39321715,Blind Date,Kim Basinger|Bruce Willis|John Larroquette|William Daniels|George Coe,Blake Edwards,95,Comedy|Romance,3/27/1987,1987
20000000,66673516,Dragnet,Dan Aykroyd|Tom Hanks|Christopher Plummer|Harry Morgan|Alexandra Paul,Tom Mankiewicz,106,Action|Comedy|Crime,6/25/1987,1987
15000000,13290368,The Pick-up Artist,Molly Ringwald|Robert Downey Jr.|Dennis Hopper|Danny Aiello|Harvey Keitel,James Toback,81,Romance|Comedy|Crime|Drama,9/18/1987,1987
10000000,14000,Cherry 2000,Melanie Griffith|David Andrews|Pamela Gidley|Ben Johnson|Marshall Bell,Steve De Jarnatt,99,Science Fiction,11/12/1987,1987
15000000,35509515,No Way Out,Kevin Costner|Gene Hackman|Sean Young|Will Patton|Howard Duff,Roger Donaldson,114,Crime|Drama|Action|Thriller|Mystery,8/14/1987,1987
12000000,110996879,The Secret of My Success,Michael J. Fox|Helen Slater|Richard Jordan|Margaret Whitton|John Pankow,Herbert Ross,111,Comedy,4/10/1987,1987
11000000,168000000,Three Men and a Baby,Tom Selleck|Steve Guttenberg|Ted Danson|Nancy Travis|Margaret Colin,Leonard Nimoy,102,Family|Comedy|Drama,11/27/1987,1987
3000000,14182492,Prince of Darkness,Donald Pleasence|Lisa Blount|Victor Wong|Jameson Parker|Dennis Dun,John Carpenter,101,Horror,10/23/1987,1987
1000000,14564027,Hellraiser,Andrew Robinson|Clare Higgins|Ashley Laurence|Sean Chapman|Oliver Smith,Clive Barker,94,Horror,9/11/1987,1987
7200000,2300000,Mio min Mio,Nick Pickard|Christian Bale|Timothy Bottoms|Susannah York|Christopher Lee,Vladimir Grammatikov,99,Adventure|Drama|Fantasy|Family|Mystery,7/1/1987,1987
6500000,54215416,La Bamba,Lou Diamond Phillips|Danielle von Zerneck|Elizabeth PeÃ±a|Rosanna DeSoto|Esai Morales,Luis Valdez,108,Drama|Music,7/24/1987,1987
17000000,10278549,Someone to Watch Over Me,Tom Berenger|Mimi Rogers|Lorraine Bracco|Jerry Orbach|John Rubinstein,Ridley Scott,106,Crime|Drama|Romance|Thriller,10/9/1987,1987
18000000,18532286,Project X,Matthew Broderick|Helen Hunt|Willie|William Sadler|Johnny Ray McGhee,Jonathan Kaplan,108,Action|Comedy|Drama|Science Fiction,4/17/1987,1987
14000000,57915972,Throw Momma from the Train,Danny DeVito|Billy Crystal|Kim Greist|Anne Ramsey|Kate Mulgrew,Danny DeVito,88,Crime|Comedy,12/11/1987,1987
12000000,3769990,The Monster Squad,Andre Gower|Robby Kiger|Stephen Macht|Duncan Regehr|Ryan Lambert,Fred Dekker,82,Horror|Comedy|Action|Fantasy|Science Fiction,8/14/1987,1987
1800000,31623833,Can't Buy Me Love,Patrick Dempsey|Seth Green|Gerardo MejÃ­a|Courtney Gains|Sharon Farrell,Steve Rash,94,Drama|Comedy|Romance|Family,8/14/1987,1987
6000000,42721196,Mannequin,Andrew McCarthy|Kim Cattrall|Estelle Getty|James Spader|G. W. Bailey,Michael Gottlieb,89,Fantasy|Comedy|Romance,2/13/1987,1987
3000000,23509382,Ernest Goes to Camp,Jim Varney|Victoria Racimo|John Vernon|Gailard Sartain|Daniel Butler,John R. Cherry III,92,Comedy|Family,5/22/1987,1987
250000,154323,"Silent Night, Deadly Night Part 2",Eric Freeman|James Newman|Elizabeth Kaitan|Jean Miller|Darrel Guilbeau,Lee Harry,88,Comedy|Horror,4/10/1987,1987
12000000,56715371,2001: A Space Odyssey,Keir Dullea|Douglas Rain|Gary Lockwood|William Sylvester|Daniel Richter,Stanley Kubrick,149,Science Fiction|Mystery|Adventure,4/5/1968,1968
5800000,33395426,Planet of the Apes,Charlton Heston|Roddy McDowall|Kim Hunter|Maurice Evans|James Daly,Franklin J. Schaffner,112,Adventure|Science Fiction|Mystery,2/7/1968,1968
5500000,42300873,Bullitt,Steve McQueen|Jacqueline Bisset|Robert Vaughn|Don Gordon|Simon Oakland,Peter Yates,113,Action|Crime|Drama|Thriller,10/17/1968,1968
3200000,33395426,Rosemary's Baby,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans,Roman Polanski,136,Horror|Drama|Mystery,6/12/1968,1968
10000000,16800000,Oliver!,Ron Moody|Shani Wallis|Oliver Reed|Harry Secombe|Mark Lester,Carol Reed,153,Drama|Family|Music,9/26/1968,1968
1800000,6800000,Hang 'em High,Clint Eastwood|Inger Stevens|Ed Begley|Pat Hingle|Ben Johnson,Ted Post,114,Western,7/31/1968,1968
7700000,21000000,Where Eagles Dare,Richard Burton|Clint Eastwood|Mary Ure|Patrick Wymark|Michael Hordern,Brian G. Hutton,155,Adventure|Drama|Action|History|War,12/4/1968,1968
7000000,11000000,The Green Berets,John Wayne|David Janssen|George Takei|Jack Soo|Jim Hutton,John Wayne,142,War|Drama,7/4/1968,1968
950000,814666,Charly,Cliff Robertson|Claire Bloom|Lilia Skala|Leon Janney|Ruth White,Ralph Nelson,103,Drama|Romance|Science Fiction,9/23/1968,1968
13000000,47542841,The Godfather: Part II,Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale,Francis Ford Coppola,200,Drama|Crime,12/20/1974,1974
6000000,30000000,Chinatown,Jack Nicholson|Faye Dunaway|John Huston|Perry Lopez|John Hillerman,Roman Polanski,130,Crime|Drama|Mystery|Thriller,6/20/1974,1974
7000000,97572000,The Man with the Golden Gun,Roger Moore|Christopher Lee|Britt Ekland|Maud Adams|HervÃ© Villechaize,Guy Hamilton,125,Adventure|Action|Thriller,12/1/1974,1974
2800000,86273333,Young Frankenstein,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,Mel Brooks,106,Comedy|Science Fiction,12/15/1974,1974
85000,30859000,The Texas Chain Saw Massacre,Allen Danziger|Paul A. Partain|William Vail|Teri McMinn|Edwin Neal,Tobe Hooper,83,Horror|Thriller,10/1/1974,1974
1600000,4420000,The Conversation,Gene Hackman|John Cazale|Frederic Forrest|Cindy Williams|Harrison Ford,Francis Ford Coppola,113,Crime|Drama|Mystery,4/7/1974,1974
2600000,119500000,Blazing Saddles,Cleavon Little|Gene Wilder|Harvey Korman|Slim Pickens|Madeline Kahn,Mel Brooks,93,Comedy|Western,2/7/1974,1974
3000000,47000000,Airport 1975,"Charlton Heston|Karen Black|George Kennedy|Gloria Swanson|Efrem Zimbalist, Jr.",Jack Smight,107,Action|Adventure|Drama|Thriller,10/18/1974,1974
3000000,12800000,The Sugarland Express,Goldie Hawn|William Atherton|Ben Johnson|Louise Latham|Michael Sacks,Steven Spielberg,110,Action|Crime|Drama,4/5/1974,1974
6500000,26533200,The Great Gatsby,Robert Redford|Mia Farrow|Bruce Dern|Karen Black|Sam Waterston,Jack Clayton,144,Drama|Romance,3/27/1974,1974
3000000,22000000,Death Wish,Charles Bronson|Hope Lange|Vincent Gardenia|Steven Keats|William Redfield,Michael Winner,93,Action|Crime|Drama|Thriller,7/24/1974,1974
14000000,116000000,The Towering Inferno,Steve McQueen|Paul Newman|Faye Dunaway|Robert Vaughn|William Holden,John Guillermin,159,Action|Thriller,12/14/1974,1974
7000000,79666653,Earthquake,Charlton Heston|Ava Gardner|George Kennedy|Lorne Greene|GeneviÃ¨ve Bujold,Mark Robson,123,Action|Drama|Thriller,11/15/1974,1974
3000000,108981275,One Flew Over the Cuckoo's Nest,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,MiloÅ¡ Forman,133,Drama,11/18/1975,1975
7000000,470654000,Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,124,Horror|Thriller|Adventure,6/18/1975,1975
400000,5028948,Monty Python and the Holy Grail,Graham Chapman|John Cleese|Eric Idle|Michael Palin|Terry Gilliam,Terry Gilliam|Terry Jones,91,Adventure|Comedy|Fantasy,3/13/1975,1975
1200000,112892319,The Rocky Horror Picture Show,Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn,Jim Sharman,100,Comedy|Horror|Music|Science Fiction,8/14/1975,1975
11000000,20000000,Barry Lyndon,Ryan O'Neal|Marisa Berenson|Hardy KrÃ¼ger|Diana KÃ¶rner|Frank Middlemass,Stanley Kubrick,184,Drama|Romance|War,12/18/1975,1975
5000000,41833347,The Return of the Pink Panther,Peter Sellers|Christopher Plummer|Herbert Lom|Catherine Schell|Peter Arne,Blake Edwards,113,Comedy,5/21/1975,1975
2700000,5000000,Hard Times,Charles Bronson|James Coburn|Jill Ireland|Strother Martin|Margaret Blye,Walter Hill,93,Drama,9/4/1975,1975
5000000,34251525,Tommy,Oliver Reed|Ann-Margret|Roger Daltrey|Elton John|Eric Clapton,Ken Russell,111,Drama|Music,3/19/1975,1975
1800000,46665856,Dog Day Afternoon,Al Pacino|John Cazale|Charles Durning|Chris Sarandon|James Broderick,Sidney Lumet,125,Crime|Drama|Thriller,8/11/1975,1975
1100000,59600000,Dr. No,Sean Connery|Ursula Andress|Joseph Wiseman|Jack Lord|Bernard Lee,Terence Young,110,Adventure|Action|Thriller,10/4/1962,1962
15000000,70000000,Lawrence of Arabia,Peter O'Toole|Alec Guinness|Anthony Quinn|Jack Hawkins|Omar Sharif,David Lean,216,Adventure|Drama|History|War,12/10/1962,1962
2000000,13129846,To Kill a Mockingbird,Gregory Peck|John Megna|Frank Overton|Rosemary Murphy|Ruth White,Robert Mulligan,129,Crime|Drama,12/25/1962,1962
15000000,50000000,How the West Was Won,Carroll Baker|Lee J. Cobb|Henry Fonda|Carolyn Jones|Karl Malden,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,162,Western|Action|Adventure|Drama,11/1/1962,1962
3200000,8000000,The Man Who Shot Liberty Valance,John Wayne|James Stewart|Vera Miles|Lee Marvin|Edmond O'Brien,John Ford,123,Western,4/22/1962,1962
2650000,3100000,Birdman of Alcatraz,Burt Lancaster|Karl Malden|Thelma Ritter|Neville Brand|Betty Field,John Frankenheimer,143,Drama,7/3/1962,1962
500000,2500000,The Miracle Worker,Anne Bancroft|Patty Duke|Victor Jory|Inga Swenson|Andrew Prine,Arthur Penn,106,Drama,5/22/1962,1962
3500000,124900000,Goldfinger,Sean Connery|Honor Blackman|Gert FrÃ¶be|Shirley Eaton|Tania Mallet,Guy Hamilton,110,Adventure|Action|Thriller,9/17/1964,1964
1800000,9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers|George C. Scott|Sterling Hayden|Keenan Wynn|Slim Pickens,Stanley Kubrick,95,Drama|Comedy|War,1/29/1964,1964
6000000,102272727,Mary Poppins,Julie Andrews|Dick Van Dyke|David Tomlinson|Glynis Johns|Hermione Baddeley,Robert Stevenson,139,Comedy|Music|Family|Fantasy,8/27/1964,1964
500000,1000549,A Hard Day's Night,John Lennon|Paul McCartney|George Harrison|Ringo Starr|Wilfrid Brambell,Richard Lester,88,Comedy|Music,7/6/1964,1964
2135161,7000000,Marnie,Tippi Hedren|Sean Connery|Diane Baker|Martin Gabel|Louise Latham,Alfred Hitchcock,130,Crime|Drama|Mystery|Thriller,7/9/1964,1964
17000000,72000000,My Fair Lady,Audrey Hepburn|Rex Harrison|Stanley Holloway|Wilfrid Hyde-White|Gladys Cooper,George Cukor,170,Drama|Family|Music|Romance,10/21/1964,1964
3000000,12000000,The Night of the Iguana,Richard Burton|Ava Gardner|Deborah Kerr|Sue Lyon|Skip Ward,John Huston,125,Drama|Romance,8/6/1964,1964
2200000,26589000,A Clockwork Orange,Malcolm McDowell|Patrick Magee|Adrienne Corri|Michael Bates|Warren Clarke,Stanley Kubrick,136,Science Fiction|Drama,12/18/1971,1971
3000000,4000000,Willy Wonka & the Chocolate Factory,Gene Wilder|Jack Albertson|Peter Ostrum|Roy Kinnear|Denise Nickerson,Mel Stuart,100,Family|Fantasy,6/29/1971,1971
7200000,116000000,Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,Guy Hamilton,120,Adventure|Action|Thriller|Science Fiction,12/13/1971,1971
4000000,35976000,Dirty Harry,Clint Eastwood|Harry Guardino|Reni Santoni|John Vernon|Andrew Robinson,Don Siegel,102,Action|Crime|Thriller,12/22/1971,1971
2500000,12348905,Escape from the Planet of the Apes,Roddy McDowall|Kim Hunter|Bradford Dillman|Natalie Trundy|Eric Braeden,Don Taylor,98,Action|Science Fiction,5/20/1971,1971
2200000,3251794,Straw Dogs,Dustin Hoffman|Susan George|Peter Vaughan|T. P. McKenna|Del Henney,Sam Peckinpah,118,Crime|Drama|Thriller|Mystery,12/29/1971,1971
777000,2437000,THX 1138,Robert Duvall|Donald Pleasence|Don Pedro Colley|Maggie McOmie|Ian Wolfe,George Lucas,86,Drama|Mystery|Science Fiction|Thriller,3/11/1971,1971
1800000,41158757,The French Connection,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi,William Friedkin,104,Action|Crime|Thriller,10/9/1971,1971
725000,10600000,Play Misty for Me,Clint Eastwood|Jessica Walter|John Larch|Donna Mills|Jack Ging,Clint Eastwood,102,Crime|Drama|Romance|Thriller,11/3/1971,1971
4000000,12121618,Shaft,Richard Roundtree|Moses Gunn|Charles Cioffi|Christopher St. John|Gwenn Mitchell,Gordon Parks,100,Adventure|Action|Thriller|Crime,7/2/1971,1971
9000000,10404330,Fiddler on the Roof,Chaim Topol|Norma Crane|Leonard Frey|Molly Picon|Paul Mann,Norman Jewison,181,Drama|Music|Romance,11/3/1971,1971
1300000,29133000,The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,118,Drama,10/3/1971,1971
1300000,72266306,Vanishing Point,Barry Newman|Cleavon Little|Dean Jagger|Victoria Medlin|Gilda Texter,Richard C. Sarafian,99,Action|Thriller|Drama,1/15/1971,1971
65000000,261317921,Total Recall,Arnold Schwarzenegger|Sharon Stone|Rachel Ticotin|Ronny Cox|Michael Ironside,Paul Verhoeven,113,Action|Adventure|Science Fiction,6/1/1990,1990
25000000,46836394,Goodfellas,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino,Martin Scorsese,146,Drama|Crime,9/12/1990,1990
70000000,240031094,Die Hard 2,Bruce Willis|Bonnie Bedelia|William Atherton|Reginald VelJohnson|Franco Nero,Renny Harlin,124,Action|Thriller,7/2/1990,1990
40000000,244527583,Back to the Future Part III,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,Robert Zemeckis,118,Adventure|Action|Comedy|Science Fiction|Family,5/25/1990,1990
20000000,53000000,Edward Scissorhands,Johnny Depp|Winona Ryder|Dianne Wiest|Alan Arkin|Anthony Michael Hall,Tim Burton,105,Fantasy|Drama|Romance,12/5/1990,1990
14000000,463000000,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,Garry Marshall,119,Romance|Comedy,3/23/1990,1990
54000000,136766062,The Godfather: Part III,Al Pacino|Diane Keaton|Andy GarcÃ­a|Talia Shire|Sofia Coppola,Francis Ford Coppola,162,Drama|Action|Thriller|Crime,12/24/1990,1990
22000000,424208848,Dances with Wolves,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,Kevin Costner,181,Adventure|Drama|Western,11/9/1990,1990
22000000,505000000,Ghost,Patrick Swayze|Demi Moore|Tony Goldwyn|Whoopi Goldberg|Vincent Schiavelli,Jerry Zucker,127,Fantasy|Drama|Thriller|Mystery|Romance,7/12/1990,1990
13500000,201965915,Teenage Mutant Ninja Turtles,Judith Hoag|Elias Koteas|Josh Pais|Brian Tochi|Leif Tilden,Steve Barron,93,Science Fiction|Action|Adventure|Comedy|Family,3/30/1990,1990
20000000,61276872,Misery,James Caan|Kathy Bates|Richard Farnsworth|Frances Sternhagen|Lauren Bacall,Rob Reiner,107,Horror|Thriller,11/28/1990,1990
42000000,119946358,Rocky V,Sylvester Stallone|Talia Shire|Burt Young|Sage Stallone|Burgess Meredith,John G. Avildsen,104,Drama,10/18/1990,1990
13000000,35763605,Child's Play 2,Alex Vincent|Jenny Agutter|Gerrit Graham|Christine Elise|Brad Dourif,John Lafia,84,Drama|Horror,11/9/1990,1990
30,200,The Hunt for Red October,Alec Baldwin|Sean Connery|Scott Glenn|Sam Neill|James Earl Jones,John McTiernan,134,Action|Adventure|Thriller,3/2/1990,1990
35000000,57120318,Predator 2,Kevin Peter Hall|Danny Glover|Gary Busey|RubÃ©n Blades|MarÃ­a Conchita Alonso,Stephen Hopkins,108,Science Fiction|Action|Thriller,11/20/1990,1990
60000000,157920733,Days of Thunder,Tom Cruise|Robert Duvall|Nicole Kidman|Randy Quaid|Cary Elwes,Tony Scott,107,Adventure,6/27/1990,1990
14000000,5080409,Miller's Crossing,Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman,Joel Coen,115,Drama|Thriller|Crime,9/21/1990,1990
50000000,41482207,Gremlins 2: The New Batch,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo,Joe Dante,106,Comedy|Horror|Fantasy,6/15/1990,1990
11000000,48572000,Tremors,Kevin Bacon|Fred Ward|Finn Carter|Michael Gross|Reba McEntire,Ron Underwood,96,Action|Horror,1/19/1990,1990
35000000,45681173,RoboCop 2,Peter Weller|Belinda Bauer|John Glover|Gabriel Damon|Mario Machado,Irvin Kershner,117,Action|Adventure|Crime|Science Fiction|Thriller,6/22/1990,1990
32000000,16283667,The Neverending Story II: The Next Chapter,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp|Martin Umbach,George T. Miller,89,Drama|Family|Fantasy|Adventure,10/24/1990,1990
